,SS-15-5737 (14-5753),SB-17-1212,SB-17-4207,SB-18-831,SB-18-702,SB-18-1188,S17-64584-1B,SB-19-2801,SS-18-7192 (S8-1249)
SEC61A1,1.6464587450027466,1.8749219369888304,1.817061276435852,1.76681556224823,1.805121078491211,1.7677718353271483,1.766015510559082,1.7487751483917235,1.7719459342956545
CSDE1,2.0503009939193726,1.9054725265502928,1.8872391748428343,2.1314460229873657,1.9008559846878053,1.9072961187362671,1.955945076942444,1.9640681886672973,2.005247116088867
TKT,1.954937505722046,1.978520550727844,1.8677255535125732,1.787636351585388,2.066258668899536,1.801058630943298,1.811313796043396,1.7068224239349366,1.824701781272888
SLC25A6,1.786401810646057,1.9559855461120603,1.874042677879333,1.69874662399292,1.8209206914901732,1.8385569524765013,1.7840792560577392,1.8047420310974125,1.965956945419312
RPL24,1.737145628929138,1.947296056747436,1.8263648271560675,1.398013129234314,1.8955702209472656,1.7251792764663698,1.6618755245208738,1.6417786836624146,1.5628285551071166
OAZ1,1.7158001279830934,1.8687544441223145,1.871914744377136,1.5276872396469117,1.863243041038513,1.8574471092224123,1.723971347808838,1.687435326576233,1.8105664825439451
RPS27A,1.836825041770935,1.9329337167739868,1.85782660484314,1.5483738660812378,1.9190352439880367,1.75440402507782,1.815569739341736,1.7346241760253909,1.6793575525283813
BGN,1.72161826133728,1.7291724824905397,1.8638682031631468,1.452592566013336,1.6558733940124513,2.0626115894317625,1.6624404668807984,2.164038572311401,1.8333805322647092
C3,1.291096785068512,1.6407432460784914,1.73670606136322,1.5787430667877198,1.399556999206543,1.6650871086120609,1.072476327419281,1.5097463083267213,1.451311330795288
MT-RNR1,2.1228772020339965,1.8807833719253544,1.9029717111587523,2.1254176950454715,1.828799691200256,2.013693723678589,2.0814641284942623,2.1352015304565426,2.168750410079956
EZR,2.0956286382675167,1.90420934677124,2.035146813392639,2.235197811126709,2.0260114765167234,2.0794531154632567,2.027984519004822,2.2205458641052247,2.25793080329895
MT-ND6,2.1640247392654417,1.80464825630188,2.0973099422454835,2.785630750656128,1.8050563430786133,2.260164513587952,2.1893950223922727,2.6935484790802,2.6058517932891845
PERP,1.666720871925354,2.044868125915527,1.8475010442733768,1.7975825166702273,2.073667907714844,1.9842505741119385,2.085928440093994,2.062977910041809,2.035024619102478
SAT1,1.7263713693618772,1.7933051300048828,1.748116726875305,1.4296993350982663,1.654435057640076,1.792766432762146,1.726543073654175,1.6700926494598387,1.764768552780151
RHOA,1.8163549375534056,1.81932062625885,1.8353811073303223,1.8322503662109373,1.844843492507935,1.8271147918701167,1.7827477121353148,1.8048424577713011,1.7563052558898924
HLA-DRB1,1.491324510574341,1.551463088989258,1.8635122442245489,1.6722956418991088,1.6939409494400024,1.9015565919876096,1.442233052253723,1.5888559961318969,1.5070223331451416
RPN2,1.8844897317886355,1.955561075210571,1.8813457775115967,1.8759313726425169,1.9103945255279544,1.7460726451873778,1.8416320180892949,1.8476728534698488,1.9320207881927487
CD81,1.7120534801483154,1.8003329324722288,1.8454071521759032,1.719320740699768,1.8444258546829224,1.934172716140747,1.6685358572006226,1.846704807281494,1.8342298698425288
CTNNB1,1.7973879480361936,1.8297877836227416,1.860698642730713,1.8471940231323245,1.9546593809127808,1.8244125080108649,1.8147591352462769,1.852994794845581,1.787420053482056
IGHG2,0.3733753477036953,1.4346852159500123,0.9501050686836242,-0.0227325002849102,0.7309664329886436,0.5772067573666573,0.1888071427121758,0.0613328227400779,0.5681072171032429
MCL1,1.6634910535812382,1.70129741191864,1.7723756122589112,1.6803999519348145,1.7003602409362792,1.8713962936401365,1.7123752784729005,1.7220905208587645,1.7514567708969118
GPI,1.7850911235809328,2.043406047821045,1.8844550657272336,1.7178489542007445,2.0239725589752195,1.838505902290344,1.9666592407226564,1.801016821861267,1.99714448928833
NPM1,1.6786557102203368,1.9306873512268063,1.822079057693481,1.5452819347381592,1.928726692199707,1.800963845252991,1.7445397329330443,1.669476432800293,1.661781358718872
YWHAE,1.6980430889129638,1.9236232042312624,1.7852329063415524,1.5811044025421144,1.804890127182007,1.7425169610977171,1.6628330183029174,1.7104790496826172,1.715962133407593
LMNA,2.0279911947250366,1.767689847946167,1.918416838645935,1.8175028896331789,1.997380781173706,2.062141652107239,2.0474131536483764,2.1526311397552487,2.056908574104309
CD44,1.684744944572449,1.7953346157073975,1.883270254135132,1.7209541940689086,2.1193101978302,1.876763453483581,2.015602478981018,2.016584134101868,1.7478359603881837
HNRNPU,1.815972051620484,1.890210604667664,1.8552526473999025,1.9219177722930905,1.7606293439865113,1.8257799100875851,1.897735743522644,1.9009894180297853,1.9446594762802123
RPSA,1.8979430055618285,1.8743239641189573,1.7926011085510254,1.3827967977523803,1.8781586742401124,1.7269832801818847,1.6850815868377689,1.6000350666046146,1.587974414825439
KRT18,1.9462514972686769,1.8118742370605467,1.874121208190918,1.976803679466248,1.8498505163192749,1.8049220943450923,1.6786441230773923,1.7416598987579348,1.8718427181243895
ATP2A2,1.7045117950439457,1.852451033592224,1.778726902008057,1.753951268196106,1.7960775518417358,1.708168234825134,1.8229302406311036,1.7293083429336549,1.813664059638977
TXNIP,1.5332977724075318,1.441338300704956,1.6011675453186034,1.5900002002716065,1.560138988494873,1.6452320384979249,1.367236862182617,1.583399934768677,1.541063485145569
LUM,1.295416145324707,1.7282986068725583,1.710668988227844,1.0846205139160154,1.5328656053543093,1.6438707304000857,1.3173148822784424,1.5483645534515382,1.4634536647796632
RPN1,1.6712161397933958,1.8903460311889648,1.7779282379150392,1.648725919723511,1.7616097593307498,1.7302609539031983,1.675947799682617,1.6875439882278442,1.7732247781753538
CDH1,1.9927448368072511,1.9249874210357665,1.909397201538086,2.0157762670516965,1.993604378700256,2.0002022552490235,2.029261054992676,2.151301898956299,2.278424415588379
SCD,1.801345429420471,1.896751337051392,1.7675779581069946,1.87642982006073,1.9168325328826905,1.6309336948394777,2.030971426963806,1.7348971319198607,1.8732987260818483
HDGF,1.759261269569397,1.8348018503189083,1.781421055793762,1.6751791143417356,1.8039538288116457,1.713867917060852,1.790083074569702,1.6644682598114011,1.7254352664947512
TPM3,1.7157862329483031,1.8068727254867556,1.8046258020401,1.682415614128113,1.8500375175476076,1.803161935806274,1.867180190086365,1.7738366746902468,1.708689455986023
ZFP36L1,1.9756700372695923,1.819684901237488,1.9079029989242555,2.0939514207839967,1.866969108581543,1.964629502296448,1.92390862941742,2.051493525505066,2.0558851003646854
PDIA4,1.878945121765137,1.879630556106568,1.7335561227798462,1.714539442062378,1.877086157798767,1.652004261016846,1.7504995822906495,1.7157753038406374,1.800272355079651
DDX17,1.7483625793457034,1.8339566469192503,1.929694337844849,1.8242021656036376,1.8193163251876832,1.7874079751968384,1.796049280166626,1.8850291204452516,1.8794758462905885
GSN,1.682446103096008,1.8290838384628292,1.9501612329483031,1.7523744058609008,1.9346633768081667,2.030952882766724,1.7664425659179688,2.0672092819213868,1.9497773408889767
ADAR,1.6498959016799926,1.7607436084747317,1.8018799448013303,1.8000908184051514,1.762553963661194,1.806677794456482,1.7843882513046263,1.82109245300293,1.8092998218536376
SEPT2,1.6858782148361209,1.769922671318054,1.6871336174011229,1.5814225721359252,1.684465503692627,1.7021018743515015,1.5410247802734376,1.6536903524398805,1.545080590248108
RPS23,1.6721867084503177,1.7345062685012818,1.7142149782180789,1.5162641286849976,1.676930112838745,1.7565838909149167,1.5296871995925905,1.6416032791137696,1.4850555562973022
YBX1,1.7968878507614137,1.9217349290847776,1.7598902797698972,1.6794117784500124,1.7784749698638915,1.7275916624069214,1.846808753013611,1.6869283580780032,1.8403387689590456
UBA52,1.707628707885742,1.819796195030212,1.7731487321853638,1.4255170679092408,1.7512826681137086,1.7948538255691528,1.7231243276596069,1.747045722007751,1.674615168571472
LDHB,1.9254618692398071,2.0973567008972167,1.9101795339584349,1.827194790840149,1.8821341943740848,1.7401307678222655,1.817244997024536,1.7827226305007933,1.9020590353012088
GNB1,1.7582634353637694,1.7700476980209348,1.7693447589874267,1.904477791786194,1.7256129026412963,1.7801189470291134,1.715306806564331,1.8520690107345577,1.8992723989486693
NEAT1,1.698911099433899,1.606360249519348,1.8169956636428832,2.059207010269165,1.75567524433136,1.5803922176361085,1.8125794172286984,1.8328646087646483,1.8509346437454224
PLXNB2,1.9513965702056888,1.8156325864791871,1.9679998397827148,2.048934497833252,1.972766766548157,2.135254044532776,1.9334660911560055,2.259278945922852,2.030399069786072
AP2M1,1.5859101629257204,1.8982995557785036,1.7809370088577272,1.531747741699219,1.8323306417465208,1.749524178504944,1.8887034845352173,1.7509711599349975,1.8787678289413448
RPL35,1.7659630680084226,1.8229603242874148,1.7781552267074583,1.1960817885398864,1.8699619960784912,1.7632456254959106,1.694846119880676,1.6219110345840455,1.556462879180908
LAMB3,1.6074724769592286,1.3576581811904906,1.3815978002548217,1.4801773524284365,1.8707409381866456,1.432890591621399,1.5380284547805787,1.4135719776153564,1.2323158025741576
CTNND1,1.7064805030822754,1.8048940467834476,1.7688606262207032,1.999127006530762,1.7881447410583498,1.7949203634262083,1.832280750274658,1.9428334379196168,1.940104360580444
UBB,1.836926069259644,1.7912263298034667,1.8106171321868896,1.6700222587585452,1.795815010070801,1.8395159912109371,1.6619615650177,1.783032670021057,1.6763878774642944
HNRNPC,1.7210203552246093,1.838276996612549,1.7672694969177247,1.594040412902832,1.8368053579330443,1.6788765907287595,1.7235051679611206,1.621632695198059,1.661681880950928
SOD2,1.3308566808700562,1.6183927726745604,1.5164790582656862,1.3827371025085449,1.6003923416137695,1.519081416130066,1.4320327854156496,1.2840530967712402,1.3115432739257813
SERF2,1.9335182666778563,1.8526528835296632,1.840162138938904,1.6569379377365112,1.8077548551559448,1.893768572807312,1.7830979251861572,1.9024026155471805,1.8675559186935424
RPS25,1.8487846755981443,1.8040234565734865,1.8341463232040405,1.6502066755294795,1.789072413444519,1.7980485248565672,1.718468527793884,1.7724570989608766,1.7719620275497436
COL4A2,1.3568322896957397,1.5684435653686524,1.5403489112854003,1.4387905836105346,1.518701162338257,1.6525200223922727,1.5573470544815062,1.685601124763489,1.6378392934799195
RPS15A,1.8649821186065672,1.834905743598938,1.8379570960998532,1.4503294754028322,1.7988362932205202,1.769617953300476,1.6814227294921875,1.7698261880874635,1.5798194217681885
EIF5A,1.6380991744995117,1.8323981857299805,1.6406102180480957,1.4203225517272948,1.780119972229004,1.6758383369445802,1.686840672492981,1.6359043264389037,1.6323083639144895
PLD3,1.6846364212036131,1.8073872232437136,1.8458865404129028,1.5894590234756467,1.8434153270721436,1.7849620485305784,1.654762330055237,1.7755937480926511,1.8004562997817992
DDR1,1.9360550403594967,1.9471713590621949,1.9855488729476929,2.076118493080139,2.1418922901153565,1.915675802230835,2.0135722684860227,2.086928272247315,2.126509070396423
CTNNA1,1.7135372972488403,1.7568865823745727,1.7968422603607177,1.9737689685821531,1.739217629432678,1.8315106010437008,1.6882552337646484,1.8703854942321776,1.8369332695007323
DYNC1H1,1.762868614196777,1.7756317472457883,1.781786675453186,2.0325071620941166,1.680165014266968,1.762823929786682,1.868697304725647,1.932036361694336,2.022683358192444
RPL29,1.8006354331970216,1.7720693063735962,1.7213441085815429,1.5620235919952392,1.82594379901886,1.7430460023880006,1.6343330478668214,1.6192856454849245,1.6231350851058963
SLC34A2,1.578884105682373,1.6173865461349486,1.7968119382858276,2.555335021018982,1.572211833000183,2.1167659997940067,1.0933467257022855,1.7189448285102844,1.6937665772438049
IGFBP4,1.915218071937561,1.7230488872528078,1.872745885848999,1.756263523101807,1.7212294626235962,1.9269020652770996,1.7430712366104124,2.0032129430770875,1.903009867668152
RPL23A,1.7210582494735718,1.7934645128250124,1.7264016675949097,1.5652479124069214,1.7619694137573243,1.7014918422698972,1.6131535530090333,1.6413221836090088,1.6181368398666385
NONO,1.6849943780899046,1.849814448356628,1.7765309143066408,1.8650406026840207,1.6975438070297244,1.6939661264419557,1.7718113327026366,1.724858045578003,1.8468756532669068
IFITM3,1.709942603111267,1.661932501792908,1.771049337387085,1.57393452167511,1.7927889013290403,1.878146896362305,1.6454849433898926,1.7608688735961913,1.688279929161072
S100A10,1.98915036201477,1.55866828918457,1.7656153869628906,1.6078296661376954,1.9372232961654663,1.9573497343063355,1.9082293605804448,1.942830271720886,1.7091557693481447
PPIA,1.9185229539871216,1.7330204486846923,1.711141119003296,1.6319358825683594,1.7553457307815552,1.81453106880188,1.948746852874756,1.7552382707595826,1.6957498025894164
DSTN,1.785943932533264,1.8005559778213502,1.7843098688125612,1.6651284599304197,1.7554775094985964,1.8525481939315795,1.6322866010665895,1.7634853506088255,1.752228035926819
MYL12B,1.7436042547225952,1.8043552970886227,1.7516414070129394,1.466219029426575,1.7219053792953491,1.7457131242752078,1.616619834899902,1.5828322887420654,1.6949005508422854
AGRN,2.0839324855804446,1.621302456855774,1.759967770576477,1.9867778873443604,1.9041369104385375,1.8827330780029297,1.8926939058303835,2.059510588645935,2.082511773109436
CLIC1,1.8131060552597045,1.7352359914779665,1.7191525220870971,1.6313449001312257,1.8626213121414184,1.720856852531433,1.7073374938964845,1.6217071914672854,1.6608887958526612
ANXA1,1.8649422025680544,1.7922266292572022,1.967892336845398,2.098325309753418,2.119767723083496,2.1051349353790285,2.2946203422546385,2.0902512550354,2.030192041397094
SDC4,2.1745043992996216,1.5396424865722655,1.7083421611785887,2.0141506385803223,1.6874772214889524,1.8713463973999027,1.7811689138412476,1.998158044815064,1.8217164802551271
SFTPA1,0.4821076147630811,1.4890033817291262,1.4734900569915772,1.5630229085683824,1.1050068163871765,1.5029739594459532,0.1448422352224588,0.995963509082794,0.9206487572193144
COL6A2,1.6327923393249513,1.5290129184722905,1.7574590969085695,1.383333055973053,1.699585266113281,1.881341290473938,1.8043874406814575,1.9154949426651,1.678999834060669
ATP1B1,1.7794231986999514,1.6877614402770995,1.6416591072082525,1.7998204660415649,1.5993760108947752,1.830667576789856,1.431733627319336,1.653403391838074,1.5345952749252318
CAPN2,2.0858016872406004,1.6515539932250978,1.913625717163086,2.254572343826294,1.926161437034607,1.9339871454238888,1.941074709892273,2.024177885055542,1.9956800651550293
ATP5A1,1.528626379966736,1.8112247085571287,1.6422417879104614,1.571556935310364,1.6180687713623043,1.4974349308013917,1.519715323448181,1.446276135444641,1.625537724494934
TMED10,1.679609808921814,1.6696753740310668,1.636295552253723,1.639950833320618,1.6985879039764409,1.6296120262145994,1.5660799884796144,1.632402763366699,1.5947898864746093
XRCC6,1.799223031997681,1.9036094665527343,1.847437720298767,1.802860269546509,1.875641365051269,1.818562545776367,1.834616360664368,1.8734881162643429,1.8213387537002563
PRDX1,1.8347065258026125,1.96269681930542,1.8048024702072143,1.6421100616455078,1.8753763628005984,1.7819180202484133,1.8624040937423705,1.704907007217407,1.7926588535308838
IGFBP5,1.2656055903434753,1.839638481140137,1.5828157138824464,1.4117501115798952,1.447033109664917,1.4015443754196166,1.403478755950928,1.5859820795059203,1.6233263158798217
MT-ND4L,1.972207927703857,1.744082999229431,1.7940636110305783,2.22714159488678,1.6016565036773684,1.8789697265625,2.032206153869629,2.1691292667388917,2.2379320430755616
GPNMB,1.3051880025863647,1.8465396261215208,1.8283702707290648,1.8342397308349607,1.931926522254944,1.8350899600982669,1.974922976493836,1.979053101539612,1.901776251792908
RPL14,1.7103008317947388,1.728151726722717,1.6895532655715944,1.6302289104461671,1.674227576255798,1.685144152641297,1.5799233722686767,1.5981223487854002,1.6617104673385623
TIMP1,1.6472713184356689,1.5122374200820925,1.6237147331237791,1.4301826858520506,1.4827876091003418,1.629946570396423,1.4480010843276978,1.6269414091110233,1.5828877162933348
VCP,1.566077976226807,1.820716452598572,1.7533737134933474,1.7150108051300048,1.7330969905853273,1.6607179260253904,1.721681718826294,1.682438130378723,1.8440926790237424
